danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Hit
0.763,0.726,1,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059,126346,4,0.0
0.734,0.57,7,-7.066,0,0.133,0.847,2.14e-05,0.112,0.689,129.953,95467,4,0.0
0.705,0.714,11,-6.39,0,0.0792,0.0249,0.0,0.253,0.434,104.996,209733,4,0.0
0.611,0.644,6,-7.607,0,0.0553,0.124,0.0,0.124,0.13,105.969,221904,4,0.0
0.75,0.404,9,-10.178,0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,232253,4,0.0
0.791,0.839,11,-4.284,1,0.266,0.0588,6.26e-05,0.259,0.383,170.113,202636,4,0.0
0.839,0.81,5,-5.274,0,0.0568,0.501,0.0,0.117,0.814,129.014,209269,4,0.0
0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,217707,4,0.0
0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,309600,4,0.0
0.577,0.522,5,-6.594,0,0.0984,0.13,9.03e-05,0.142,0.119,159.772,218320,4,1.0
0.768,0.517,7,-4.323,0,0.0312,0.186,3.8e-05,0.104,0.418,104.992,216897,4,1.0
0.757,0.748,8,-5.794,0,0.473,0.17,0.0,0.0759,0.693,90.052,221013,4,1.0
0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115,217289,4,1.0
0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320,4,1.0
0.715,0.802,11,-4.647,0,0.0394,0.139,0.0,0.177,0.327,124.989,197993,4,1.0
0.589,0.731,2,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,87.908,268867,4,1.0
0.724,0.895,7,-3.617,1,0.0411,0.0322,0.0,0.097,0.64,96.022,173720,4,1.0
0.659,0.716,5,-5.673,0,0.111,0.33,0.0,0.173,0.437,148.015,212120,4,1.0
0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,263400,3,1.0
0.795,0.615,5,-5.211,0,0.0671,0.0786,2.98e-06,0.0855,0.393,110.009,199849,4,1.0
0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873,201000,4,1.0
0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,180823,4,1.0
0.587,0.299,8,-7.365,1,0.0263,0.779,0.0,0.123,0.356,94.992,259550,3,1.0
0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95,223347,4,1.0
0.613,0.764,2,-6.509,1,0.136,0.0527,0.0,0.197,0.417,160.015,208187,4,0.0
0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97,225983,4,0.0
0.774,0.529,5,-4.479,0,0.0532,0.0674,0.0,0.0814,0.227,138.072,228431,4,0.0
0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99,221507,4,0.0
0.721,0.711,7,-9.294,1,0.293,0.000662,0.0,0.347,0.511,107.998,156057,5,0.0
0.734,0.57,7,-7.066,0,0.133,0.847,2.14e-05,0.112,0.689,129.953,95467,4,0.0
0.722,0.744,11,-5.52,0,0.0363,0.0234,0.000157,0.143,0.686,125.985,207630,4,0.0
0.611,0.644,6,-7.607,0,0.0553,0.124,0.0,0.124,0.13,105.969,221904,4,0.0
0.802,0.744,6,-5.968,1,0.078,0.0807,0.0,0.0917,0.45,99.983,215083,4,0.0
0.705,0.714,11,-6.39,0,0.0792,0.0249,0.0,0.253,0.434,104.996,209733,4,0.0
0.75,0.404,9,-10.178,0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,232253,4,0.0
0.763,0.726,1,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059,126346,4,0.0
0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,309600,4,0.0
0.551,0.851,1,-3.277,1,0.197,0.0748,0.0,0.0784,0.1,171.411,297893,4,0.0
0.522,0.833,0,-3.715,1,0.0575,0.0454,0.0,0.127,0.296,180.009,193569,4,0.0
0.577,0.522,5,-6.594,0,0.0984,0.13,9.03e-05,0.142,0.119,159.772,218320,4,1.0
0.768,0.517,7,-4.323,0,0.0312,0.186,3.8e-05,0.104,0.418,104.992,216897,4,1.0
0.757,0.748,8,-5.794,0,0.473,0.17,0.0,0.0759,0.693,90.052,221013,4,1.0
0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115,217289,4,1.0
0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320,4,1.0
0.715,0.802,11,-4.647,0,0.0394,0.139,0.0,0.177,0.327,124.989,197993,4,1.0
0.589,0.731,2,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,87.908,268867,4,1.0
0.724,0.895,7,-3.617,1,0.0411,0.0322,0.0,0.097,0.64,96.022,173720,4,1.0
0.659,0.716,5,-5.673,0,0.111,0.33,0.0,0.173,0.437,148.015,212120,4,1.0
0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,263400,3,1.0
0.795,0.615,5,-5.211,0,0.0671,0.0786,2.98e-06,0.0855,0.393,110.009,199849,4,1.0
0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873,201000,4,1.0
0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,180823,4,1.0
0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95,223347,4,1.0
0.587,0.299,8,-7.365,1,0.0263,0.779,0.0,0.123,0.356,94.992,259550,3,1.0
0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97,225983,4,0.0
0.613,0.764,2,-6.509,1,0.136,0.0527,0.0,0.197,0.417,160.015,208187,4,0.0
0.468,0.444,9,-10.217,0,0.291,0.796,0.0,0.619,0.637,76.019,303640,3,0.0
0.722,0.744,11,-5.52,0,0.0363,0.0234,0.000157,0.143,0.686,125.985,207630,4,0.0
0.774,0.529,5,-4.479,0,0.0532,0.0674,0.0,0.0814,0.227,138.072,228431,4,0.0
0.802,0.744,6,-5.968,1,0.078,0.0807,0.0,0.0917,0.45,99.983,215083,4,0.0
0.734,0.57,7,-7.066,0,0.133,0.847,2.14e-05,0.112,0.689,129.953,95467,4,0.0
0.611,0.644,6,-7.607,0,0.0553,0.124,0.0,0.124,0.13,105.969,221904,4,0.0
0.705,0.714,11,-6.39,0,0.0792,0.0249,0.0,0.253,0.434,104.996,209733,4,0.0
0.356,0.924,1,-3.74,1,0.0808,0.00101,0.0,0.0953,0.232,148.017,222587,4,0.0
0.763,0.726,1,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059,126346,4,0.0
0.551,0.851,1,-3.277,1,0.197,0.0748,0.0,0.0784,0.1,171.411,297893,4,0.0
0.839,0.81,5,-5.274,0,0.0568,0.501,0.0,0.117,0.814,129.014,209269,4,0.0
0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,309600,4,0.0
0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,217707,4,0.0
0.577,0.522,5,-6.594,0,0.0984,0.13,9.03e-05,0.142,0.119,159.772,218320,4,1.0
0.768,0.517,7,-4.323,0,0.0312,0.186,3.8e-05,0.104,0.418,104.992,216897,4,1.0
0.757,0.748,8,-5.794,0,0.473,0.17,0.0,0.0759,0.693,90.052,221013,4,1.0
0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115,217289,4,1.0
0.715,0.802,11,-4.647,0,0.0394,0.139,0.0,0.177,0.327,124.989,197993,4,1.0
0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320,4,1.0
0.589,0.731,2,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,87.908,268867,4,1.0
0.724,0.895,7,-3.617,1,0.0411,0.0322,0.0,0.097,0.64,96.022,173720,4,1.0
0.659,0.716,5,-5.673,0,0.111,0.33,0.0,0.173,0.437,148.015,212120,4,1.0
0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,263400,3,1.0
0.795,0.615,5,-5.211,0,0.0671,0.0786,2.98e-06,0.0855,0.393,110.009,199849,4,1.0
0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95,223347,4,1.0
0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873,201000,4,1.0
0.705,0.628,5,-5.362,0,0.0489,0.0287,0.0193,0.0863,0.465,96.799,235540,4,1.0
0.587,0.299,8,-7.365,1,0.0263,0.779,0.0,0.123,0.356,94.992,259550,3,1.0
0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99,221507,4,0.0
0.611,0.644,6,-7.607,0,0.0553,0.124,0.0,0.124,0.13,105.969,221904,4,0.0
0.613,0.764,2,-6.509,1,0.136,0.0527,0.0,0.197,0.417,160.015,208187,4,0.0
0.351,0.331,9,-10.316,1,0.0382,0.3,9.14e-06,0.0919,0.191,161.564,234360,3,0.0
0.721,0.711,7,-9.294,1,0.293,0.000662,0.0,0.347,0.511,107.998,156057,5,0.0
0.734,0.57,7,-7.066,0,0.133,0.847,2.14e-05,0.112,0.689,129.953,95467,4,0.0
0.722,0.744,11,-5.52,0,0.0363,0.0234,0.000157,0.143,0.686,125.985,207630,4,0.0
0.468,0.444,9,-10.217,0,0.291,0.796,0.0,0.619,0.637,76.019,303640,3,0.0
0.763,0.726,1,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059,126346,4,0.0
0.356,0.924,1,-3.74,1,0.0808,0.00101,0.0,0.0953,0.232,148.017,222587,4,0.0
0.667,0.83,0,-5.715,1,0.0749,0.0123,0.0,0.191,0.701,113.03,236002,4,0.0
0.774,0.529,5,-4.479,0,0.0532,0.0674,0.0,0.0814,0.227,138.072,228431,4,0.0
0.839,0.81,5,-5.274,0,0.0568,0.501,0.0,0.117,0.814,129.014,209269,4,0.0
0.551,0.851,1,-3.277,1,0.197,0.0748,0.0,0.0784,0.1,171.411,297893,4,0.0
0.378,0.896,2,-4.066,1,0.0407,0.000452,0.0,0.194,0.469,174.302,258773,4,0.0
0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,217307,4,1.0
0.577,0.522,5,-6.594,0,0.0984,0.13,9.03e-05,0.142,0.119,159.772,218320,4,1.0
0.757,0.748,8,-5.794,0,0.473,0.17,0.0,0.0759,0.693,90.052,221013,4,1.0
0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,226973,4,1.0
0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115,217289,4,1.0
0.715,0.802,11,-4.647,0,0.0394,0.139,0.0,0.177,0.327,124.989,197993,4,1.0
0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320,4,1.0
0.724,0.895,7,-3.617,1,0.0411,0.0322,0.0,0.097,0.64,96.022,173720,4,1.0
0.589,0.731,2,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,87.908,268867,4,1.0
0.659,0.716,5,-5.673,0,0.111,0.33,0.0,0.173,0.437,148.015,212120,4,1.0
0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,263400,3,1.0
0.795,0.615,5,-5.211,0,0.0671,0.0786,2.98e-06,0.0855,0.393,110.009,199849,4,1.0
0.705,0.628,5,-5.362,0,0.0489,0.0287,0.0193,0.0863,0.465,96.799,235540,4,1.0
0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95,223347,4,1.0
0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,180823,4,1.0
0.773,0.819,0,-5.946,0,0.118,0.426,0.0,0.0679,0.585,92.99,269187,4,0.0
0.748,0.565,7,-5.895,1,0.0476,0.164,0.00169,0.103,0.812,175.92,193227,4,0.0
0.775,0.573,11,-4.933,1,0.0585,0.495,0.0,0.126,0.667,101.925,171806,4,0.0
0.72,0.763,9,-4.068,0,0.0523,0.406,0.0,0.18,0.742,101.965,251088,4,0.0
0.802,0.744,6,-5.968,1,0.078,0.0807,0.0,0.0917,0.45,99.983,215083,4,0.0
0.613,0.764,2,-6.509,1,0.136,0.0527,0.0,0.197,0.417,160.015,208187,4,0.0
0.623,0.909,4,-3.079,0,0.0758,0.158,0.0,0.0972,0.651,93.984,188787,4,0.0
0.705,0.714,11,-6.39,0,0.0792,0.0249,0.0,0.253,0.434,104.996,209733,4,0.0
0.722,0.744,11,-5.52,0,0.0363,0.0234,0.000157,0.143,0.686,125.985,207630,4,0.0
0.735,0.703,6,-4.249,1,0.0611,0.2,0.0,0.259,0.323,120.007,233827,4,0.0
0.516,0.595,5,-4.63,1,0.0313,0.0275,0.0,0.109,0.222,119.972,340707,4,0.0
0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97,225983,4,0.0
0.721,0.711,7,-9.294,1,0.293,0.000662,0.0,0.347,0.511,107.998,156057,5,0.0
0.763,0.726,1,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059,126346,4,0.0
0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99,221507,4,0.0
0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,217307,4,1.0
0.577,0.522,5,-6.594,0,0.0984,0.13,9.03e-05,0.142,0.119,159.772,218320,4,1.0
0.757,0.748,8,-5.794,0,0.473,0.17,0.0,0.0759,0.693,90.052,221013,4,1.0
0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,226973,4,1.0
0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115,217289,4,1.0
0.715,0.802,11,-4.647,0,0.0394,0.139,0.0,0.177,0.327,124.989,197993,4,1.0
0.724,0.895,7,-3.617,1,0.0411,0.0322,0.0,0.097,0.64,96.022,173720,4,1.0
0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320,4,1.0
0.589,0.731,2,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,87.908,268867,4,1.0
0.659,0.716,5,-5.673,0,0.111,0.33,0.0,0.173,0.437,148.015,212120,4,1.0
0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,263400,3,1.0
0.795,0.615,5,-5.211,0,0.0671,0.0786,2.98e-06,0.0855,0.393,110.009,199849,4,1.0
0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713,4,1.0
0.705,0.628,5,-5.362,0,0.0489,0.0287,0.0193,0.0863,0.465,96.799,235540,4,1.0
0.587,0.299,8,-7.365,1,0.0263,0.779,0.0,0.123,0.356,94.992,259550,3,1.0
0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97,225983,4,0.0
0.548,0.65,8,-5.827,0,0.0591,0.219,0.0,0.225,0.557,144.937,194897,4,0.0
0.701,0.728,2,-4.554,1,0.255,0.00971,0.00115,0.361,0.0591,171.388,326467,4,0.0
0.748,0.565,7,-5.895,1,0.0476,0.164,0.00169,0.103,0.812,175.92,193227,4,0.0
0.866,0.648,1,-3.675,1,0.0543,0.009,0.0,0.0967,0.0798,150.058,140793,4,0.0
0.774,0.611,6,-2.883,1,0.134,0.109,0.0,0.0805,0.388,89.995,161593,4,0.0
0.735,0.703,6,-4.249,1,0.0611,0.2,0.0,0.259,0.323,120.007,233827,4,0.0
0.623,0.909,4,-3.079,0,0.0758,0.158,0.0,0.0972,0.651,93.984,188787,4,0.0
0.741,0.667,10,-5.445,1,0.134,0.0575,0.0,0.106,0.595,112.956,223504,4,0.0
0.613,0.764,2,-6.509,1,0.136,0.0527,0.0,0.197,0.417,160.015,208187,4,0.0
0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99,221507,4,0.0
0.927,0.665,11,-5.313,1,0.244,0.061,0.0,0.123,0.175,127.076,343150,4,0.0
0.705,0.714,11,-6.39,0,0.0792,0.0249,0.0,0.253,0.434,104.996,209733,4,0.0
0.854,0.868,0,-3.455,1,0.154,0.24,0.00204,0.152,0.631,115.99,192000,4,0.0
0.69,0.872,11,-2.984,0,0.0588,0.226,0.0,0.0858,0.731,94.0,252200,4,0.0
0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,217307,4,1.0
0.577,0.522,5,-6.594,0,0.0984,0.13,9.03e-05,0.142,0.119,159.772,218320,4,1.0
0.757,0.748,8,-5.794,0,0.473,0.17,0.0,0.0759,0.693,90.052,221013,4,1.0
0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,226973,4,1.0
0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115,217289,4,1.0
0.715,0.802,11,-4.647,0,0.0394,0.139,0.0,0.177,0.327,124.989,197993,4,1.0
0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320,4,1.0
0.724,0.895,7,-3.617,1,0.0411,0.0322,0.0,0.097,0.64,96.022,173720,4,1.0
0.589,0.731,2,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,87.908,268867,4,1.0
0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,263400,3,1.0
0.659,0.716,5,-5.673,0,0.111,0.33,0.0,0.173,0.437,148.015,212120,4,1.0
0.795,0.615,5,-5.211,0,0.0671,0.0786,2.98e-06,0.0855,0.393,110.009,199849,4,1.0
0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713,4,1.0
0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95,223347,4,1.0
0.705,0.628,5,-5.362,0,0.0489,0.0287,0.0193,0.0863,0.465,96.799,235540,4,1.0
0.701,0.728,2,-4.554,1,0.255,0.00971,0.00115,0.361,0.0591,171.388,326467,4,0.0
0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97,225983,4,0.0
0.864,0.484,6,-9.159,0,0.344,0.205,0.0,0.248,0.534,160.052,144560,4,0.0
0.741,0.667,10,-5.445,1,0.134,0.0575,0.0,0.106,0.595,112.956,223504,4,0.0
0.735,0.703,6,-4.249,1,0.0611,0.2,0.0,0.259,0.323,120.007,233827,4,0.0
0.613,0.764,2,-6.509,1,0.136,0.0527,0.0,0.197,0.417,160.015,208187,4,0.0
0.712,0.51,8,-8.162,1,0.0633,0.446,2.46e-05,0.112,0.268,122.964,240507,4,0.0
0.748,0.565,7,-5.895,1,0.0476,0.164,0.00169,0.103,0.812,175.92,193227,4,0.0
0.927,0.665,11,-5.313,1,0.244,0.061,0.0,0.123,0.175,127.076,343150,4,0.0
0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99,221507,4,0.0
0.516,0.595,5,-4.63,1,0.0313,0.0275,0.0,0.109,0.222,119.972,340707,4,0.0
0.351,0.331,9,-10.316,1,0.0382,0.3,9.14e-06,0.0919,0.191,161.564,234360,3,0.0
0.721,0.711,7,-9.294,1,0.293,0.000662,0.0,0.347,0.511,107.998,156057,5,0.0
0.722,0.744,11,-5.52,0,0.0363,0.0234,0.000157,0.143,0.686,125.985,207630,4,0.0
0.623,0.909,4,-3.079,0,0.0758,0.158,0.0,0.0972,0.651,93.984,188787,4,0.0
0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,217307,4,1.0
0.577,0.522,5,-6.594,0,0.0984,0.13,9.03e-05,0.142,0.119,159.772,218320,4,1.0
0.757,0.748,8,-5.794,0,0.473,0.17,0.0,0.0759,0.693,90.052,221013,4,1.0
0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,226973,4,1.0
0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115,217289,4,1.0
0.715,0.802,11,-4.647,0,0.0394,0.139,0.0,0.177,0.327,124.989,197993,4,1.0
0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320,4,1.0
0.724,0.895,7,-3.617,1,0.0411,0.0322,0.0,0.097,0.64,96.022,173720,4,1.0
0.589,0.731,2,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,87.908,268867,4,1.0
0.659,0.716,5,-5.673,0,0.111,0.33,0.0,0.173,0.437,148.015,212120,4,1.0
0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,263400,3,1.0
0.795,0.615,5,-5.211,0,0.0671,0.0786,2.98e-06,0.0855,0.393,110.009,199849,4,1.0
0.715,0.62,5,-5.428,0,0.0507,0.0322,0.0142,0.0881,0.456,96.812,235540,4,1.0
0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95,223347,4,1.0
0.659,0.717,8,-4.202,1,0.0581,0.0393,0.0,0.0769,0.71,103.036,174800,4,1.0
0.802,0.744,6,-5.968,1,0.078,0.0807,0.0,0.0917,0.45,99.983,215083,4,0.0
0.775,0.573,11,-4.933,1,0.0585,0.495,0.0,0.126,0.667,101.925,171806,4,0.0
0.741,0.667,10,-5.445,1,0.134,0.0575,0.0,0.106,0.595,112.956,223504,4,0.0
0.548,0.65,8,-5.827,0,0.0591,0.219,0.0,0.225,0.557,144.937,194897,4,0.0
0.516,0.595,5,-4.63,1,0.0313,0.0275,0.0,0.109,0.222,119.972,340707,4,0.0
0.864,0.484,6,-9.159,0,0.344,0.205,0.0,0.248,0.534,160.052,144560,4,0.0
0.773,0.819,0,-5.946,0,0.118,0.426,0.0,0.0679,0.585,92.99,269187,4,0.0
0.613,0.764,2,-6.509,1,0.136,0.0527,0.0,0.197,0.417,160.015,208187,4,0.0
0.599,0.857,7,-5.7,1,0.299,0.0321,0.0,0.4,0.469,187.985,151915,4,0.0
0.712,0.51,8,-8.162,1,0.0633,0.446,2.46e-05,0.112,0.268,122.964,240507,4,0.0
0.72,0.763,9,-4.068,0,0.0523,0.406,0.0,0.18,0.742,101.965,251088,4,0.0
0.874,0.649,0,-4.385,1,0.0833,0.218,0.0,0.337,0.712,95.004,203813,4,0.0
0.866,0.648,1,-3.675,1,0.0543,0.009,0.0,0.0967,0.0798,150.058,140793,4,0.0
0.623,0.909,4,-3.079,0,0.0758,0.158,0.0,0.0972,0.651,93.984,188787,4,0.0
0.734,0.57,7,-7.066,0,0.133,0.847,2.14e-05,0.112,0.689,129.953,95467,4,0.0
0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,217307,4,1.0
0.577,0.522,5,-6.594,0,0.0984,0.13,9.03e-05,0.142,0.119,159.772,218320,4,1.0
0.757,0.748,8,-5.794,0,0.473,0.17,0.0,0.0759,0.693,90.052,221013,4,1.0
0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,226973,4,1.0
0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115,217289,4,1.0
0.715,0.802,11,-4.647,0,0.0394,0.139,0.0,0.177,0.327,124.989,197993,4,1.0
0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320,4,1.0
0.589,0.731,2,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,87.908,268867,4,1.0
0.724,0.895,7,-3.617,1,0.0411,0.0322,0.0,0.097,0.64,96.022,173720,4,1.0
0.659,0.716,5,-5.673,0,0.111,0.33,0.0,0.173,0.437,148.015,212120,4,1.0
0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,263400,3,1.0
0.795,0.615,5,-5.211,0,0.0671,0.0786,2.98e-06,0.0855,0.393,110.009,199849,4,1.0
0.715,0.62,5,-5.428,0,0.0507,0.0322,0.0142,0.0881,0.456,96.812,235540,4,1.0
